,,,actor_behavior,actor_behavior,duration_hours
enter senddate retrieve missing data,receive additional information,continuation,4,0.015810276679841896,33.84986111111111
completed subcases content,phase advice known,all,246,1.0,3.387533875338753e-06
completed subcases content,phase advice known,continuation,246,1.0,3.387533875338753e-06
register deadline,objection lodged against decision,all,245,1.0,618.8583231292516
register deadline,objection lodged against decision,continuation,12,0.04897959183673469,37.126550925925926
start WABOprocedure,enter senddate acknowledgement,all,244,1.0,13.732164162112932
start WABOprocedure,enter senddate acknowledgement,continuation,48,0.19672131147540983,14.95190972222222
enter senddate procedure confirmation,request complete,all,243,1.0,369.64410722450845
enter senddate procedure confirmation,request complete,continuation,14,0.05761316872427984,13.126448412698412
phase draft decision made,open draft decision for inspection,all,242,1.0,0.12287075298438935
phase draft decision made,open draft decision for inspection,continuation,241,0.9958677685950413,0.0014857076994006454
generate draft decision environmental permit,phase concept draft decision ready,all,240,1.0,8.730105324074072
generate draft decision environmental permit,phase concept draft decision ready,continuation,237,0.9875,0.0007981715893108298
decision date prior to decision,creating environmental permit decision,all,238,1.0,0.0
decision date prior to decision,creating environmental permit decision,continuation,238,1.0,0.0
completed subcases content,assessment of content completed,all,237,1.0,0.0
completed subcases content,assessment of content completed,continuation,237,1.0,0.0
register objection and appeal periods,create monitoring case oversight,all,237,1.0,0.0
register objection and appeal periods,create monitoring case oversight,continuation,237,1.0,0.0
create monitoring case oversight,creating cover letter decision,all,237,1.0,0.0
create monitoring case oversight,creating cover letter decision,continuation,237,1.0,0.0
record date of decision environmental permit,set decision phase decision permitting decided,all,235,1.0,0.35746217494089827
record date of decision environmental permit,set decision phase decision permitting decided,continuation,234,0.9957446808510638,0.0
enter senddate decision environmental permit,record date of decision environmental permit,all,234,1.0,4.449356600189934
enter senddate decision environmental permit,record date of decision environmental permit,continuation,176,0.7521367521367521,1.7984532828282829
enter senddate procedure confirmation,registrer date of publishing received request,all,235,1.0,76.93235224586289
enter senddate procedure confirmation,registrer date of publishing received request,continuation,160,0.6808510638297872,3.2140277777777775
creating cover letter decision,phase decision taken,all,232,1.0,0.0
creating cover letter decision,phase decision taken,continuation,232,1.0,0.0
extend procedure term,suspend term,all,232,1.0,0.0019001436781609195
extend procedure term,suspend term,continuation,232,1.0,0.0019001436781609195
send confirmation receipt additional data,MER present in supplement,all,231,1.0,15.156050986050985
send confirmation receipt additional data,MER present in supplement,continuation,223,0.9653679653679653,0.10789237668161436
enter senddate decision environmental permit,create publication document,all,229,1.0,88.83633430373605
enter senddate decision environmental permit,create publication document,continuation,214,0.9344978165938864,0.35519470404984427
read publication date field,set phase: phase permitting irrevocable,all,228,1.0,12.329392056530214
read publication date field,set phase: phase permitting irrevocable,continuation,20,0.08771929824561403,11.234375
enter senddate procedure confirmation,forward to the competent authority,all,227,1.0,51.567865883504645
enter senddate procedure confirmation,forward to the competent authority,continuation,76,0.33480176211453744,12.357474415204678
create procedure confirmation,start WABOprocedure,all,227,1.0,0.0
create procedure confirmation,start WABOprocedure,continuation,227,1.0,0.0
phase advice known,phase application receptive,all,227,1.0,0.0
phase advice known,phase application receptive,continuation,227,1.0,0.0
extend procedure term,register number of days extension period,all,227,1.0,0.0021206558981889377
extend procedure term,register number of days extension period,continuation,227,1.0,0.0021206558981889377
terminate on request,send confirmation receipt,all,227,1.0,1.9147662750856582
terminate on request,send confirmation receipt,continuation,221,0.973568281938326,0.044492207139265966
terminate on request,send confirmation receipt,handover_idle,1,0.004405286343612335,70.0463888888889
set decision status,submit decision,all,224,1.0,104.6330543154762
set decision status,submit decision,continuation,110,0.49107142857142855,3.2829494949494946
transcript decision environmental permit to stakeholders,phase decision sent,all,221,1.0,15.643230266465562
transcript decision environmental permit to stakeholders,phase decision sent,continuation,216,0.9773755656108597,0.11484567901234567
generating decision environmental permit,record date of decision environmental permit,all,221,1.0,30.502068878833587
generating decision environmental permit,record date of decision environmental permit,continuation,109,0.49321266968325794,1.8023190621814476
applicant is stakeholder,WAW permit aspect,all,221,1.0,0.007042483660130719
applicant is stakeholder,WAW permit aspect,continuation,220,0.995475113122172,0.0012739898989898991
applicant is stakeholder,send confirmation receipt,all,220,1.0,22.805950757575758
applicant is stakeholder,send confirmation receipt,continuation,217,0.9863636363636363,0.009786226318484382
objection lodged against decision,read publication date field,all,219,1.0,5.961440892947743e-05
objection lodged against decision,read publication date field,continuation,219,1.0,5.961440892947743e-05
completed subcases content,treat subcases content,all,218,1.0,0.0
completed subcases content,treat subcases content,continuation,218,1.0,0.0
grounds for refusal,create draft environtmental permit,all,217,1.0,0.02579109062980031
grounds for refusal,create draft environtmental permit,continuation,216,0.9953917050691244,0.001198559670781893
enter senddate acknowledgement,create subcases completeness,all,217,1.0,589.2862173579109
enter senddate acknowledgement,create subcases completeness,continuation,3,0.013824884792626729,10.733425925925927
enter senddate procedure confirmation,enter senddate procedure confirmation,all,216,1.0,37.7359966563786
enter senddate procedure confirmation,enter senddate procedure confirmation,continuation,168,0.7777777777777778,0.00010582010582010582
decision date prior to decision,generating decision environmental permit,all,216,1.0,88.68281378600823
decision date prior to decision,generating decision environmental permit,continuation,132,0.6111111111111112,2.253465909090909
enter senddate decision environmental permit,phase decision taken,all,214,1.0,6.354857217030115
enter senddate decision environmental permit,phase decision taken,continuation,189,0.883177570093458,0.360217519106408
record date of decision environmental permit,start decision phase decision permitting sent,all,214,1.0,8.299922118380062
record date of decision environmental permit,start decision phase decision permitting sent,continuation,182,0.8504672897196262,1.9429044566544564
